yr,height,weight,bmi,gender
19-44,171.78,77.33,26.21,1
19-44,172.29,75.84,25.55,1
19-44,171.89,74.12,25.09,1
19-44,171.94,76.18,25.77,1
19-44,171.55,73.69,25.04,1
19-44,171.3,75.11,25.6,1
19-44,172.14,73.83,24.92,1
19-44,172.25,75.06,25.3,1
19-44,171.33,73.54,25.05,1
19-44,171.75,77.12,26.15,1
19-44,171.65,73.64,24.99,1
19-44,172.16,74.43,25.11,1
19-44,171.86,75.17,25.45,1
19-44,171.12,75.23,25.69,1
19-44,172.31,74.72,25.17,1
19-44,172.55,75.38,25.32,1
19-44,171.75,75.26,25.51,1
19-44,171.74,74.36,25.21,1
19-44,171.88,75.82,25.66,1
19-44,171.28,72.77,24.8,1
19-44,171.74,75.06,25.45,1
19-44,171.65,74.24,25.2,1
19-44,171.65,75.45,25.61,1
19-44,172.09,76.75,25.91,1
19-44,171.92,72.99,24.69,1
19-44,172.04,74.45,25.15,1
19-44,172.57,76.42,25.66,1
19-44,172.67,75.97,25.48,1
19-44,172.4,74.81,25.17,1
19-44,171.69,75.62,25.65,1
19-44,171.52,74.27,25.25,1
19-44,172.4,75.04,25.25,1
19-44,171.8,74.41,25.21,1
19-44,171.6,75.22,25.55,1
19-44,171.1,74.69,25.51,1
19-44,171.99,75.73,25.6,1
19-44,172.36,75.17,25.3,1
19-44,172.27,75.15,25.32,1
19-44,171.88,74.57,25.24,1
19-44,172.93,76.19,25.48,1
19-44,172.03,75.99,25.68,1
19-44,171.42,74.15,25.24,1
19-44,171.59,75.96,25.8,1
19-44,172.12,75.47,25.47,1
19-44,172.89,77.08,25.79,1
19-44,172.09,74.69,25.22,1
19-44,171.48,74.53,25.35,1
19-44,172.62,77.65,26.06,1
19-44,172.76,74.66,25.02,1
19-44,172.16,75.19,25.37,1
19-44,172.03,74.55,25.19,1
19-44,172.48,76.63,25.76,1
19-44,171.95,76.32,25.81,1
19-44,172.58,76.67,25.74,1
19-44,172.35,76.7,25.82,1
19-44,172.14,75.01,25.31,1
19-44,171.76,74.67,25.31,1
19-44,171.39,74.53,25.37,1
19-44,172.12,75.38,25.44,1
19-44,171.84,76.1,25.77,1
19-44,172.47,75.25,25.3,1
19-44,172.23,75.35,25.4,1
19-44,172.09,74.99,25.32,1
19-44,172.1,74.17,25.04,1
19-44,172.34,74.85,25.2,1
19-44,171.51,74.22,25.23,1
19-44,171.82,75.95,25.73,1
19-44,171.93,74.42,25.18,1
19-44,172.63,75.49,25.33,1
19-44,171.47,75.53,25.69,1
19-44,171.59,77.15,26.2,1
19-44,172.33,74.78,25.18,1
19-44,172.01,75.18,25.41,1
19-44,172.47,76.82,25.82,1
19-44,171.96,75.98,25.7,1
19-44,171.42,75.06,25.54,1
19-44,171.68,75.43,25.59,1
19-44,171.94,75.65,25.59,1
19-44,171.66,75.12,25.49,1
19-44,172.63,75.21,25.24,1
19-44,172.63,76.17,25.56,1
19-44,172.51,75.77,25.46,1
19-44,172.29,75.56,25.45,1
19-44,172.52,77.0,25.87,1
19-44,171.99,74.7,25.25,1
19-44,171.92,75.51,25.55,1
19-44,172.04,75.75,25.59,1
19-44,172.0,75.33,25.46,1
19-44,172.51,75.34,25.32,1
19-44,171.9,76.4,25.85,1
19-44,171.84,74.1,25.09,1
19-44,171.93,74.65,25.25,1
19-44,171.79,74.75,25.33,1
19-44,171.29,75.04,25.58,1
19-44,171.92,75.12,25.42,1
19-44,172.07,76.38,25.8,1
19-44,171.83,75.82,25.68,1
19-44,171.89,75.03,25.39,1
19-44,171.81,75.04,25.42,1
19-44,171.88,75.3,25.49,1
19-44,172.0,74.15,25.06,1
19-44,172.37,76.34,25.69,1
19-44,171.61,74.67,25.36,1
19-44,172.29,75.01,25.27,1
19-44,172.33,74.93,25.23,1
19-44,171.85,77.56,26.26,1
19-44,172.11,74.66,25.21,1
19-44,171.5,74.96,25.48,1
19-44,172.14,74.45,25.12,1
19-44,171.73,74.43,25.24,1
19-44,171.73,75.4,25.57,1
19-44,172.3,74.55,25.11,1
19-44,172.45,74.74,25.13,1
19-44,171.52,74.65,25.38,1
19-44,171.63,74.25,25.2,1
19-44,172.15,75.95,25.63,1
19-44,172.08,75.69,25.56,1
19-44,172.36,76.03,25.59,1
19-44,171.59,74.4,25.27,1
19-44,172.01,75.61,25.55,1
19-44,172.32,74.52,25.1,1
19-44,172.81,76.92,25.76,1
19-44,171.75,73.57,24.94,1
19-44,172.34,75.26,25.34,1
19-44,172.2,76.27,25.72,1
19-44,171.85,74.52,25.23,1
19-44,171.62,75.9,25.77,1
19-44,172.26,76.31,25.72,1
19-44,172.17,75.35,25.42,1
19-44,172.14,75.72,25.56,1
19-44,171.88,76.68,25.96,1
19-44,172.31,76.81,25.87,1
19-44,171.89,74.4,25.18,1
45-64,168.26,71.61,25.29,1
45-64,168.01,70.43,24.95,1
45-64,168.42,70.81,24.96,1
45-64,167.46,71.21,25.39,1
45-64,169.26,71.7,25.03,1
45-64,167.79,71.35,25.34,1
45-64,167.99,70.95,25.14,1
45-64,168.2,71.21,25.17,1
45-64,168.3,71.96,25.4,1
45-64,168.26,72.04,25.45,1
45-64,168.17,71.7,25.35,1
45-64,168.02,71.66,25.38,1
45-64,168.15,71.35,25.23,1
45-64,168.34,71.81,25.34,1
45-64,167.82,70.0,24.86,1
45-64,168.36,72.41,25.55,1
45-64,167.7,71.35,25.37,1
45-64,168.48,71.59,25.22,1
45-64,167.73,70.18,24.95,1
45-64,167.45,72.52,25.87,1
45-64,168.43,72.18,25.45,1
45-64,168.41,72.24,25.47,1
45-64,168.52,72.47,25.52,1
45-64,168.73,72.51,25.47,1
45-64,167.78,71.16,25.28,1
45-64,167.68,71.67,25.49,1
45-64,168.63,71.71,25.22,1
45-64,168.6,71.8,25.26,1
45-64,168.62,71.77,25.24,1
45-64,167.9,71.96,25.53,1
45-64,168.01,71.41,25.3,1
45-64,167.72,71.29,25.34,1
45-64,168.04,72.18,25.56,1
45-64,168.69,73.1,25.69,1
45-64,168.17,70.69,25.0,1
45-64,168.53,71.44,25.15,1
45-64,167.83,71.79,25.49,1
45-64,169.13,72.01,25.17,1
45-64,168.59,71.42,25.13,1
45-64,168.4,71.88,25.35,1
45-64,168.93,71.24,24.96,1
45-64,167.97,71.44,25.32,1
45-64,168.04,71.51,25.32,1
45-64,168.65,72.56,25.51,1
45-64,167.89,72.46,25.71,1
45-64,167.79,70.61,25.08,1
45-64,168.23,70.81,25.02,1
45-64,168.2,70.45,24.9,1
45-64,168.6,71.46,25.14,1
45-64,168.26,71.92,25.4,1
45-64,168.45,71.15,25.07,1
45-64,168.96,73.21,25.64,1
45-64,167.02,71.63,25.68,1
45-64,168.42,71.91,25.35,1
45-64,168.29,71.28,25.17,1
45-64,168.54,72.7,25.59,1
45-64,168.31,71.32,25.18,1
45-64,167.91,71.62,25.4,1
45-64,168.2,71.59,25.3,1
45-64,168.71,71.26,25.04,1
45-64,167.73,70.12,24.93,1
45-64,168.4,72.08,25.42,1
45-64,167.7,69.77,24.81,1
45-64,168.0,71.72,25.41,1
45-64,167.63,70.43,25.07,1
45-64,167.69,71.33,25.37,1
45-64,168.76,71.92,25.25,1
45-64,167.57,70.63,25.15,1
45-64,168.03,70.97,25.13,1
45-64,168.16,70.91,25.08,1
45-64,167.32,70.81,25.29,1
45-64,168.11,71.38,25.26,1
45-64,168.66,72.02,25.32,1
45-64,167.97,70.93,25.14,1
45-64,167.41,70.86,25.29,1
45-64,167.92,71.98,25.53,1
45-64,168.18,71.76,25.37,1
45-64,168.07,71.77,25.41,1
45-64,167.99,71.05,25.18,1
45-64,168.64,72.48,25.49,1
45-64,168.03,72.12,25.54,1
45-64,168.07,71.82,25.42,1
45-64,168.39,71.63,25.26,1
45-64,167.56,71.18,25.35,1
45-64,168.17,71.3,25.21,1
45-64,168.06,72.05,25.51,1
45-64,168.21,70.86,25.04,1
45-64,167.73,71.93,25.57,1
45-64,168.08,72.63,25.71,1
45-64,168.35,72.14,25.45,1
45-64,168.93,72.36,25.36,1
45-64,167.59,70.8,25.21,1
45-64,168.23,71.41,25.23,1
45-64,168.43,71.29,25.13,1
45-64,168.2,71.5,25.27,1
45-64,168.89,71.68,25.13,1
45-64,168.17,71.74,25.37,1
45-64,168.02,71.28,25.25,1
45-64,168.41,72.02,25.39,1
45-64,167.8,71.91,25.54,1
45-64,168.47,72.12,25.41,1
45-64,168.55,72.07,25.37,1
45-64,168.45,71.07,25.05,1
45-64,168.52,72.33,25.47,1
45-64,168.12,71.39,25.25,1
45-64,168.06,71.76,25.41,1
45-64,168.3,71.92,25.39,1
45-64,168.34,72.03,25.42,1
45-64,168.02,71.68,25.39,1
45-64,168.53,71.78,25.27,1
45-64,168.18,71.39,25.24,1
45-64,168.35,71.52,25.23,1
45-64,167.97,70.63,25.03,1
45-64,167.99,71.39,25.3,1
45-64,168.19,71.39,25.24,1
45-64,168.36,71.4,25.19,1
45-64,168.34,71.79,25.33,1
45-64,168.6,71.98,25.32,1
45-64,168.29,71.22,25.15,1
45-64,168.31,71.22,25.14,1
45-64,168.23,71.99,25.44,1
45-64,168.59,72.38,25.46,1
45-64,168.18,72.3,25.56,1
45-64,167.9,70.1,24.87,1
45-64,168.02,70.42,24.94,1
45-64,168.08,71.94,25.47,1
45-64,167.59,71.48,25.45,1
45-64,168.08,72.18,25.55,1
45-64,167.99,71.15,25.21,1
45-64,167.85,71.46,25.36,1
45-64,167.48,71.41,25.46,1
45-64,168.56,72.15,25.4,1
45-64,168.1,71.38,25.26,1
45-64,168.21,71.93,25.42,1
45-64,168.07,70.48,24.95,1
45-64,168.36,72.56,25.6,1
45-64,168.45,72.22,25.45,1
45-64,168.42,71.77,25.3,1
45-64,167.96,72.07,25.55,1
45-64,167.96,71.93,25.5,1
45-64,168.22,70.89,25.05,1
45-64,168.2,71.54,25.29,1
45-64,168.16,70.97,25.1,1
45-64,168.08,72.08,25.51,1
45-64,168.99,72.91,25.53,1
45-64,167.96,70.29,24.92,1
45-64,168.22,71.32,25.2,1
45-64,168.27,71.12,25.12,1
45-64,168.2,70.94,25.07,1
45-64,168.35,72.06,25.43,1
45-64,168.08,71.54,25.32,1
45-64,168.21,72.53,25.64,1
45-64,168.33,71.91,25.38,1
45-64,168.79,72.76,25.54,1
45-64,168.01,70.81,25.08,1
45-64,168.41,72.74,25.65,1
45-64,168.42,70.99,25.02,1
45-64,167.64,71.7,25.51,1
45-64,168.17,71.75,25.37,1
45-64,167.74,71.15,25.29,1
45-64,167.9,70.79,25.11,1
45-64,168.79,72.71,25.52,1
45-64,167.92,71.48,25.35,1
45-64,167.71,71.5,25.42,1
45-64,167.73,71.23,25.32,1
45-64,167.9,72.06,25.56,1
45-64,168.69,72.13,25.35,1
45-64,168.48,71.86,25.32,1
45-64,168.12,71.6,25.33,1
45-64,168.66,72.14,25.36,1
45-64,168.54,72.45,25.51,1
45-64,167.69,71.93,25.58,1
45-64,168.36,71.53,25.23,1
45-64,168.23,72.33,25.56,1
45-64,168.23,71.15,25.14,1
45-64,167.91,71.35,25.31,1
45-64,168.13,72.04,25.48,1
45-64,168.4,71.53,25.22,1
45-64,168.46,71.24,25.1,1
45-64,167.86,70.96,25.18,1
45-64,167.98,71.19,25.23,1
45-64,167.97,71.9,25.48,1
45-64,168.33,71.97,25.4,1
45-64,167.43,71.87,25.64,1
45-64,168.22,72.02,25.45,1
45-64,168.42,71.89,25.35,1
45-64,168.44,71.79,25.3,1
45-64,168.69,71.56,25.15,1
45-64,167.88,71.05,25.21,1
45-64,168.38,72.26,25.49,1
45-64,168.39,72.5,25.57,1
45-64,168.06,71.55,25.33,1
45-64,167.47,71.66,25.55,1
45-64,168.53,72.46,25.51,1
45-64,168.32,71.5,25.24,1
45-64,168.49,72.51,25.54,1
45-64,168.65,72.95,25.65,1
45-64,168.49,73.28,25.81,1
45-64,168.13,71.38,25.25,1
45-64,168.94,72.82,25.51,1
45-64,168.69,73.01,25.65,1
45-64,168.03,70.47,24.96,1
45-64,168.12,72.02,25.48,1
45-64,168.36,71.58,25.25,1
45-64,167.72,70.72,25.14,1
45-64,168.27,72.13,25.48,1
45-64,167.66,70.71,25.16,1
45-64,167.76,70.53,25.06,1
45-64,168.49,70.76,24.93,1
45-64,168.44,71.07,25.05,1
45-64,168.0,70.61,25.02,1
45-64,168.2,71.38,25.23,1
45-64,168.72,72.47,25.46,1
45-64,168.21,71.64,25.32,1
45-64,168.12,71.76,25.39,1
45-64,168.4,71.77,25.31,1
45-64,168.05,70.23,24.87,1
45-64,168.33,72.25,25.5,1
45-64,168.66,72.42,25.46,1
45-64,167.36,70.85,25.3,1
45-64,167.45,71.42,25.47,1
45-64,167.58,70.85,25.23,1
45-64,169.05,71.79,25.12,1
45-64,167.91,70.49,25.0,1
45-64,168.09,71.64,25.35,1
45-64,168.79,71.52,25.1,1
45-64,168.05,71.42,25.29,1
45-64,168.08,71.58,25.34,1
45-64,167.99,71.56,25.36,1
45-64,168.08,72.15,25.54,1
45-64,168.28,71.75,25.34,1
45-64,168.22,71.32,25.2,1
45-64,168.71,72.16,25.35,1
45-64,168.39,71.75,25.31,1
45-64,168.04,70.47,24.96,1
45-64,168.2,70.54,24.93,1
45-64,168.92,72.13,25.28,1
45-64,169.03,71.82,25.13,1
45-64,167.52,71.12,25.34,1
45-64,167.65,71.16,25.32,1
45-64,168.09,71.34,25.25,1
45-64,168.85,72.89,25.57,1
45-64,168.28,71.15,25.12,1
45-64,168.52,71.07,25.02,1
45-64,168.12,71.54,25.31,1
45-64,167.84,70.81,25.14,1
45-64,168.12,71.71,25.37,1
45-64,168.25,70.89,25.04,1
45-64,168.1,71.12,25.17,1
45-64,168.38,71.35,25.17,1
45-64,167.96,71.4,25.31,1
45-64,167.94,72.05,25.55,1
45-64,167.94,71.48,25.34,1
45-64,168.19,72.39,25.59,1
45-64,167.83,72.16,25.62,1
45-64,168.65,71.88,25.27,1
45-64,168.22,71.46,25.25,1
45-64,167.68,71.39,25.39,1
45-64,167.98,71.64,25.39,1
45-64,168.26,72.12,25.47,1
45-64,168.09,71.24,25.21,1
45-64,168.27,71.26,25.17,1
45-64,168.04,71.38,25.28,1
45-64,168.11,71.53,25.31,1
45-64,168.02,72.28,25.6,1
45-64,168.27,73.02,25.79,1
45-64,168.35,71.86,25.36,1
45-64,168.7,71.06,24.97,1
45-64,168.22,71.8,25.37,1
45-64,168.17,71.56,25.3,1
45-64,167.54,71.11,25.33,1
45-64,168.69,71.94,25.28,1
45-64,168.14,71.9,25.43,1
45-64,168.19,71.98,25.44,1
45-64,167.64,70.97,25.25,1
45-64,168.58,71.02,24.99,1
45-64,168.48,72.04,25.38,1
45-64,168.15,71.27,25.21,1
45-64,168.3,71.38,25.2,1
45-64,168.68,72.66,25.54,1
45-64,167.8,70.96,25.2,1
45-64,168.04,71.87,25.45,1
45-64,167.79,70.77,25.14,1
45-64,168.09,72.06,25.5,1
45-64,167.95,71.4,25.31,1
45-64,167.67,71.72,25.51,1
45-64,167.96,71.95,25.51,1
45-64,167.69,71.3,25.36,1
45-64,168.68,71.89,25.27,1
45-64,167.89,72.0,25.55,1
45-64,168.09,71.68,25.37,1
45-64,168.64,72.41,25.46,1
45-64,168.2,71.2,25.16,1
45-64,168.01,72.17,25.57,1
45-64,167.88,72.15,25.6,1
45-64,168.04,71.79,25.43,1
45-64,167.83,71.84,25.5,1
45-64,168.21,71.25,25.18,1
45-64,168.15,70.88,25.07,1
45-64,168.64,72.54,25.51,1
45-64,168.88,72.68,25.48,1
45-64,168.01,72.04,25.52,1
45-64,168.12,71.5,25.3,1
45-64,167.6,71.59,25.49,1
45-64,167.85,71.2,25.27,1
45-64,168.08,71.31,25.24,1
45-64,167.25,71.41,25.53,1
45-64,168.7,71.79,25.22,1
45-64,168.57,71.66,25.22,1
45-64,168.34,72.57,25.61,1
45-64,168.31,71.14,25.11,1
45-64,168.44,72.3,25.48,1
45-64,168.24,71.6,25.3,1
45-64,167.78,71.29,25.33,1
45-64,168.19,71.5,25.28,1
45-64,167.56,70.44,25.09,1
45-64,168.71,71.69,25.19,1
45-64,168.12,71.26,25.21,1
45-64,168.07,72.47,25.66,1
45-64,168.56,72.02,25.35,1
45-64,167.95,71.16,25.23,1
45-64,168.09,70.68,25.01,1
45-64,168.57,71.47,25.15,1
45-64,167.86,70.83,25.14,1
45-64,168.18,71.59,25.31,1
45-64,167.58,71.14,25.33,1
45-64,167.79,71.42,25.37,1
45-64,168.53,72.8,25.63,1
45-64,168.51,72.52,25.54,1
45-64,168.4,71.13,25.08,1
45-64,168.14,72.12,25.51,1
45-64,168.6,72.03,25.34,1
45-64,167.88,70.98,25.19,1
45-64,167.68,71.04,25.27,1
45-64,167.95,72.61,25.74,1
45-64,168.19,72.4,25.59,1
45-64,167.96,71.8,25.45,1
45-64,168.09,70.98,25.12,1
45-64,168.59,72.11,25.37,1
45-64,168.03,70.5,24.97,1
45-64,168.04,71.98,25.49,1
45-64,167.83,71.34,25.33,1
45-64,168.12,71.59,25.33,1
45-64,168.72,72.2,25.36,1
45-64,168.37,72.04,25.41,1
45-64,168.23,71.62,25.31,1
45-64,167.7,70.41,25.04,1
45-64,167.38,71.11,25.38,1
45-64,168.48,71.4,25.15,1
45-64,168.04,72.06,25.52,1
45-64,167.97,71.19,25.23,1
45-64,168.42,71.28,25.13,1
45-64,168.02,72.31,25.61,1
45-64,168.4,72.06,25.41,1
45-64,167.63,70.9,25.23,1
45-64,168.21,70.45,24.9,1
45-64,168.31,72.3,25.52,1
45-64,168.12,71.43,25.27,1
45-64,168.45,73.24,25.81,1
45-64,168.28,71.37,25.2,1
45-64,168.14,72.29,25.57,1
45-64,168.13,72.32,25.59,1
45-64,167.8,71.74,25.48,1
45-64,168.48,71.96,25.35,1
45-64,167.76,70.75,25.14,1
45-64,168.38,71.41,25.19,1
45-64,168.18,71.71,25.35,1
45-64,169.02,72.68,25.44,1
45-64,168.35,71.79,25.33,1
45-64,167.63,71.86,25.57,1
45-64,168.4,72.9,25.71,1
45-64,168.61,72.18,25.39,1
45-64,168.11,71.9,25.44,1
45-64,168.14,71.15,25.16,1
45-64,168.43,71.14,25.08,1
45-64,168.36,72.65,25.63,1
45-64,167.87,71.9,25.51,1
45-64,167.46,71.32,25.43,1
45-64,168.28,71.74,25.33,1
45-64,168.13,71.77,25.39,1
45-64,167.88,71.27,25.29,1
45-64,168.58,71.82,25.27,1
45-64,168.07,71.55,25.33,1
45-64,167.27,71.56,25.58,1
45-64,167.69,72.19,25.67,1
45-64,167.96,71.53,25.35,1
45-64,168.32,72.15,25.47,1
45-64,168.54,71.4,25.14,1
45-64,167.94,71.19,25.24,1
45-64,168.18,71.64,25.33,1
45-64,168.23,71.16,25.14,1
45-64,168.45,72.22,25.45,1
45-64,168.66,71.78,25.23,1
45-64,168.2,71.06,25.12,1
45-64,168.38,71.75,25.31,1
45-64,167.8,71.37,25.35,1
45-64,168.02,71.68,25.39,1
45-64,167.75,72.09,25.62,1
45-64,168.63,72.41,25.47,1
45-64,167.96,71.81,25.45,1
45-64,167.94,71.77,25.45,1
45-64,168.46,72.52,25.55,1
45-64,168.42,72.91,25.7,1
45-64,168.21,71.96,25.43,1
45-64,168.45,72.19,25.44,1
45-64,167.66,71.49,25.43,1
45-64,169.06,71.41,24.98,1
45-64,168.18,71.03,25.11,1
45-64,168.92,72.35,25.36,1
45-64,168.47,72.42,25.52,1
45-64,168.11,71.58,25.33,1
45-64,167.49,72.16,25.73,1
45-64,168.78,71.76,25.19,1
45-64,168.32,73.13,25.81,1
45-64,168.16,70.96,25.09,1
45-64,168.51,71.92,25.33,1
45-64,168.07,70.52,24.97,1
45-64,168.28,71.9,25.39,1
45-64,168.31,70.64,24.94,1
45-64,168.09,71.76,25.4,1
45-64,168.1,73.22,25.91,1
45-64,167.75,71.92,25.56,1
45-64,168.14,71.1,25.15,1
45-64,168.18,71.54,25.29,1
45-64,168.09,72.01,25.48,1
45-64,168.26,72.0,25.43,1
45-64,168.11,71.07,25.15,1
45-64,168.26,71.4,25.22,1
45-64,168.3,71.6,25.28,1
45-64,168.3,71.54,25.26,1
45-64,167.45,71.22,25.4,1
45-64,169.0,72.75,25.47,1
45-64,168.28,71.72,25.33,1
45-64,168.37,71.13,25.09,1
45-64,168.41,71.65,25.26,1
45-64,167.88,71.32,25.31,1
45-64,168.78,72.23,25.36,1
45-64,168.44,70.94,25.0,1
45-64,168.43,71.29,25.13,1
45-64,168.41,71.76,25.3,1
45-64,168.01,71.53,25.34,1
45-64,168.87,71.8,25.18,1
45-64,168.27,71.15,25.13,1
45-64,167.66,70.83,25.2,1
45-64,167.87,71.34,25.32,1
45-64,168.41,71.19,25.1,1
45-64,167.95,72.11,25.56,1
45-64,168.22,70.9,25.06,1
45-64,167.77,71.02,25.23,1
45-64,168.29,72.73,25.68,1
45-64,168.63,71.83,25.26,1
45-64,168.9,71.36,25.01,1
45-64,167.94,71.47,25.34,1
45-64,168.0,71.1,25.19,1
45-64,168.0,71.63,25.38,1
45-64,168.03,70.25,24.88,1
45-64,167.94,71.16,25.23,1
45-64,168.52,72.92,25.68,1
45-64,168.72,72.49,25.47,1
45-64,168.4,72.01,25.39,1
45-64,168.56,70.95,24.97,1
45-64,168.68,72.37,25.43,1
45-64,168.26,70.8,25.01,1
45-64,168.5,71.9,25.32,1
45-64,168.57,72.01,25.34,1
45-64,167.79,70.96,25.2,1
45-64,168.03,71.14,25.2,1
45-64,167.96,71.8,25.45,1
45-64,168.54,72.14,25.4,1
45-64,168.13,72.17,25.53,1
45-64,167.4,70.87,25.29,1
45-64,168.9,72.51,25.42,1
45-64,168.63,71.83,25.26,1
45-64,168.55,71.56,25.19,1
45-64,168.68,72.09,25.34,1
45-64,167.98,72.19,25.59,1
45-64,168.07,70.17,24.84,1
45-64,168.35,70.64,24.93,1
45-64,168.0,71.82,25.45,1
45-64,168.46,72.11,25.41,1
45-64,167.72,70.71,25.14,1
45-64,168.62,71.57,25.17,1
45-64,168.23,71.66,25.32,1
45-64,167.98,71.2,25.23,1
45-64,168.69,70.64,24.83,1
45-64,167.78,70.92,25.19,1
45-64,168.54,72.0,25.35,1
45-64,168.27,71.8,25.36,1
45-64,168.09,71.51,25.31,1
45-64,168.29,71.63,25.29,1
45-64,168.15,71.12,25.15,1
45-64,168.85,71.85,25.2,1
45-64,167.7,71.65,25.48,1
45-64,168.49,71.46,25.17,1
45-64,167.95,72.65,25.76,1
45-64,168.41,72.08,25.42,1
45-64,168.02,70.63,25.02,1
45-64,168.17,71.08,25.13,1
45-64,168.22,70.58,24.94,1
45-64,167.86,70.15,24.9,1
45-64,168.47,71.98,25.36,1
45-64,168.12,71.24,25.21,1
45-64,168.57,71.78,25.26,1
45-64,167.72,71.39,25.38,1
45-64,168.46,70.71,24.92,1
45-64,168.18,72.71,25.71,1
45-64,168.25,70.73,24.98,1
45-64,168.52,71.76,25.27,1
45-64,167.58,71.21,25.36,1
45-64,168.67,72.35,25.43,1
45-64,167.74,71.83,25.53,1
45-64,168.05,71.41,25.29,1
45-64,167.87,71.37,25.33,1
45-64,167.94,70.12,24.86,1
45-64,168.05,71.29,25.25,1
45-64,168.75,71.85,25.23,1
45-64,168.46,72.16,25.43,1
45-64,167.69,70.12,24.94,1
45-64,168.76,71.72,25.18,1
45-64,168.5,71.78,25.28,1
45-64,167.81,72.28,25.67,1
45-64,168.24,71.46,25.24,1
45-64,168.13,71.27,25.21,1
45-64,167.77,70.58,25.08,1
45-64,168.42,70.78,24.95,1
45-64,167.73,71.96,25.58,1
45-64,168.36,71.3,25.15,1
45-64,168.33,72.73,25.67,1
45-64,168.65,72.59,25.52,1
45-64,168.08,72.1,25.52,1
45-64,168.18,73.23,25.89,1
45-64,168.26,71.57,25.28,1
45-64,168.3,71.33,25.18,1
45-64,167.5,71.09,25.34,1
45-64,167.54,71.94,25.63,1
45-64,167.54,71.04,25.31,1
45-64,168.43,73.53,25.92,1
45-64,168.52,71.76,25.27,1
45-64,167.98,70.87,25.12,1
45-64,168.53,73.47,25.87,1
45-64,168.92,73.09,25.61,1
45-64,168.51,71.81,25.29,1
45-64,167.63,70.06,24.93,1
45-64,168.36,72.09,25.43,1
45-64,168.35,71.93,25.38,1
45-64,168.18,71.12,25.15,1
45-64,167.59,71.1,25.32,1
45-64,168.6,72.17,25.39,1
45-64,168.31,73.27,25.87,1
45-64,168.46,71.15,25.07,1
45-64,168.28,72.5,25.6,1
45-64,167.43,70.97,25.32,1
45-64,168.26,72.03,25.44,1
45-64,168.21,71.66,25.33,1
45-64,168.14,69.92,24.73,1
45-64,168.13,71.47,25.28,1
45-64,168.42,71.59,25.24,1
45-64,168.22,72.2,25.51,1
45-64,168.43,72.86,25.69,1
45-64,168.49,72.07,25.39,1
45-64,168.74,72.23,25.37,1
45-64,168.39,71.27,25.14,1
45-64,166.41,70.33,25.4,1
45-64,168.03,71.87,25.45,1
45-64,168.32,72.36,25.54,1
45-64,167.84,71.75,25.47,1
45-64,168.85,73.25,25.69,1
45-64,168.26,72.14,25.48,1
45-64,167.62,69.95,24.9,1
45-64,168.57,72.33,25.46,1
45-64,167.97,72.17,25.58,1
45-64,168.17,72.27,25.55,1
45-64,168.58,71.89,25.3,1
45-64,168.79,71.7,25.17,1
45-64,168.51,71.1,25.04,1
45-64,168.54,72.64,25.57,1
45-64,167.78,71.38,25.36,1
45-64,168.63,72.3,25.43,1
45-64,167.77,70.47,25.04,1
45-64,168.19,71.07,25.13,1
45-64,168.31,70.94,25.04,1
45-64,168.26,71.25,25.17,1
45-64,168.57,71.02,24.99,1
45-64,167.88,72.97,25.89,1
45-64,168.11,71.71,25.37,1
45-64,168.07,71.39,25.27,1
45-64,167.76,71.23,25.31,1
45-64,168.53,71.33,25.12,1
45-64,168.21,71.94,25.42,1
45-64,167.81,71.92,25.54,1
45-64,168.15,72.2,25.54,1
45-64,168.24,71.1,25.12,1
45-64,168.12,71.51,25.3,1
45-64,168.23,72.0,25.44,1
45-64,168.26,71.13,25.13,1
45-64,167.98,72.11,25.56,1
45-64,168.08,70.69,25.02,1
45-64,168.3,71.57,25.27,1
45-64,168.11,70.88,25.08,1
45-64,169.01,72.36,25.33,1
45-64,168.18,71.53,25.29,1
45-64,168.13,71.43,25.27,1
45-64,168.32,72.62,25.63,1
45-64,167.26,70.65,25.25,1
45-64,168.42,71.74,25.29,1
45-64,168.12,72.26,25.56,1
45-64,168.25,72.62,25.65,1
45-64,167.91,71.15,25.24,1
45-64,167.78,71.84,25.52,1
45-64,168.21,71.24,25.18,1
45-64,168.05,72.24,25.58,1
45-64,167.94,72.04,25.54,1
45-64,168.87,71.82,25.19,1
45-64,168.54,72.25,25.43,1
45-64,168.11,70.69,25.01,1
45-64,167.69,71.56,25.45,1
45-64,168.52,71.24,25.09,1
45-64,167.91,70.84,25.13,1
45-64,168.46,71.76,25.29,1
45-64,168.33,71.7,25.31,1
45-64,167.55,71.26,25.39,1
45-64,168.41,71.93,25.36,1
45-64,167.71,71.27,25.34,1
45-64,168.63,71.77,25.24,1
45-64,168.06,71.34,25.26,1
45-64,168.03,71.38,25.28,1
45-64,168.1,71.52,25.31,1
45-64,168.14,71.11,25.15,1
45-64,168.61,73.14,25.73,1
45-64,168.31,71.69,25.31,1
45-64,169.32,71.95,25.1,1
45-64,168.22,71.68,25.33,1
45-64,167.65,71.94,25.6,1
45-64,167.74,70.33,25.0,1
45-64,168.35,71.39,25.19,1
45-64,168.23,72.41,25.59,1
45-64,167.51,70.89,25.27,1
45-64,168.19,72.01,25.46,1
45-64,167.84,71.57,25.41,1
45-64,168.3,72.62,25.64,1
45-64,168.21,71.48,25.26,1
45-64,168.82,71.84,25.21,1
45-64,167.61,70.37,25.05,1
